Group,Region,Shop,Item Name,Dosh,Requirement
Al Maajik,Al Maajik Spelltown,The Spice Rack,Black Pepper,100,
Al Maajik,Al Maajik Spelltown,The Spice Rack,Iron Frying Pan,1520,
Al Maajik,Al Maajik Spelltown,The Spice Rack,Gold Frying Pan,4000,
Other,Aridian Desert,Aridian Desert Travelling Seller,Desert Pear,80,
Other,Aridian Desert,Aridian Desert Travelling Seller,Maajik Melon,300,
Other,Aridian Desert,Aridian Desert Travelling Seller,HP Potion,60,
Other,Aridian Desert,Aridian Desert Travelling Seller,Hi-HP Potion,320,
Other,Aridian Desert,Aridian Desert Travelling Seller,Mega Aid,2500,Bliss
Other,Aridian Desert,Aridian Desert Travelling Seller,SP Potion,120,
Other,Aridian Desert,Aridian Desert Travelling Seller,Hi-SP Potion,440,
Other,Aridian Desert,Aridian Desert Travelling Seller,Life Cure,1500,
Other,Aridian Desert,Aridian Desert Travelling Seller,Panacea,1800,
Other,Aridian Desert,Aridian Desert Travelling Seller,Medium Bomb,1000,
Other,Aridian Desert,Aridian Desert Travelling Seller,Stun Bomb,1200,Bliss
Other,Aridian Desert,Aridian Desert Travelling Seller,Poison Bomb,1000,Bliss
Other,Aridian Desert,Aridian Desert Travelling Seller,Magical Milkshake,1000,
Other,Aridian Desert,Aridian Desert Travelling Seller,Green Cactus,72,
Other,Aridian Desert,Aridian Desert Travelling Seller,Yellow Cactus,360,
Other,Aridian Desert,Aridian Desert Travelling Seller,Magic Ore,300,
Other,Aridian Desert,Aridian Desert Travelling Seller,Desert Log,140,
Other,Aridian Desert,Aridian Desert Travelling Seller,Elder Desert Log,840,Bliss
Other,Aridian Desert,Aridian Desert Travelling Seller,Black Onyx,3500,Bliss
Other,Aridian Desert,Aridian Desert Travelling Seller,Sandstorm Rod,11800,Bliss
Other,Aridian Desert,Aridian Desert Travelling Seller,Enchanted Frying Pan,11000,Bliss
Other,Aridian Desert,Aridian Desert Travelling Seller,Bolt Flask,18000,Bliss
Other,Aridian Desert,Aridian Desert Travelling Seller,Sandy Headwear,4600,
Other,Aridian Desert,Aridian Desert Travelling Seller,Sandy Armour,5600,
Other,Aridian Desert,Aridian Desert Travelling Seller,Sandy Bottoms,4400,
Other,Aridian Desert,Aridian Desert Travelling Seller,Sandy Gloves,3000,
Other,Aridian Desert,Aridian Desert Travelling Seller,Sandy Boots,3000,
Other,Aridian Desert,Aridian Desert Travelling Seller,Wind Hood,15000,Bliss
Other,Aridian Desert,Aridian Desert Travelling Seller,Wind Robe,17000,Bliss
Other,Cacto Cove,Cacto Cove Travelling Seller,Wild Kiwi,200,
Other,Cacto Cove,Cacto Cove Travelling Seller,HP Potion,60,
Other,Cacto Cove,Cacto Cove Travelling Seller,Hi-HP Potion,320,
Other,Cacto Cove,Cacto Cove Travelling Seller,SP Potion,120,
Other,Cacto Cove,Cacto Cove Travelling Seller,Hi-SP Potion,440,
Other,Cacto Cove,Cacto Cove Travelling Seller,Life Cure,1500,
Other,Cacto Cove,Cacto Cove Travelling Seller,Panacea,1800,
Other,Cacto Cove,Cacto Cove Travelling Seller,Summer Nectar,500,
Other,Cacto Cove,Cacto Cove Travelling Seller,Medium Bomb,1000,
Other,Cacto Cove,Cacto Cove Travelling Seller,Starry Log,160,
Other,Cacto Cove,Cacto Cove Travelling Seller,Angelic Puff,240,Bliss
Other,Cacto Cove,Cacto Cove Travelling Seller,Marine Thread,120,
Other,Cacto Cove,Cacto Cove Travelling Seller,Pink Silk Thread,240,
Other,Cacto Cove,Cacto Cove Travelling Seller,Starry Thread,600,
Other,Cacto Cove,Cacto Cove Travelling Seller,Angelic Cotton,960,Bliss
Other,Cacto Cove,Cacto Cove Travelling Seller,Marine Silk,480,
Other,Cacto Cove,Cacto Cove Travelling Seller,Pink Silk,960,
Other,Cacto Cove,Cacto Cove Travelling Seller,Green Cactus,72,
Other,Cacto Cove,Cacto Cove Travelling Seller,Pink Cactus,700,Bliss
Other,Cacto Cove,Cacto Cove Travelling Seller,Black Gel,420,
Other,Cacto Cove,Cacto Cove Travelling Seller,Tidal Helm,18000,Bliss
Other,Cacto Cove,Cacto Cove Travelling Seller,Tidal Armour,24000,Bliss
Other,Cacto Cove,Cacto Cove Travelling Seller,Tidal Leggings,24000,Bliss
Other,Cacto Cove,Cacto Cove Travelling Seller,Tidal Gauntlets,14400,Bliss
Other,Cacto Cove,Cacto Cove Travelling Seller,Tidal Boots,14000,Bliss
Other,Cacto Cove,Cacto Cove Travelling Seller,Marine Necklace,4500,Bliss
Other,Cacto Cove,Cacto Cove Travelling Seller,Sea Necklace,9000,Bliss
Other,Cacto Cove,Cacto Cove Travelling Seller,Lucky Cactus,4000,Bliss
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Key Cutter,12000,Bliss
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Grotto Headwear,9000,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Grotto Armour,12000,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Grotto Bottoms,12000,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Grotto Gloves,7800,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Grotto Boots,7800,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Earth Hood,15000,Bliss
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Earth Robe,17000,Bliss
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Beastly Cap,12000,Bliss
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Beastly Armour,16000,Bliss
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Beastly Leggings,16000,Bliss
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Beastly Gauntlets,14000,Bliss
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Beastly Boots,14000,Bliss
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Beastly Necklace,14000,Bliss
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Forest Dining Table,3000,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Forest Low Table,6800,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Forest Chair,1600,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Forest Sofa,5800,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Forest Wardrobe,6000,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Forest Chest,5600,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Forest Bed,9000,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Forest Curtains,8000,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Clover Rug,14000,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Leaf Mat,10000,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Forest Wall,3200,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Woodland Floor,2000,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Bushy Tree,1500,
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Wonderful Bow Stand,12000,Bliss
Other,Elderwood Village,Elderwood Fine Arms and Furniture,Tree Stump & Axe,12000,Bliss
Other,Elderwood Village,Elderwood General Store,Healweed,10,
Other,Elderwood Village,Elderwood General Store,Vitalweed,30,
Other,Elderwood Village,Elderwood General Store,Cureweed,20,
Other,Elderwood Village,Elderwood General Store,Lifeweed,40,
Other,Elderwood Village,Elderwood General Store,Alcheweed,20,
Other,Elderwood Village,Elderwood General Store,Arch Alcheweed,200,
Other,Elderwood Village,Elderwood General Store,Soulweed,600,Bliss
Other,Elderwood Village,Elderwood General Store,Forest Mushroom,20,
Other,Elderwood Village,Elderwood General Store,Cave Mushroom,100,
Other,Elderwood Village,Elderwood General Store,Grassland Grapes,30,
Other,Elderwood Village,Elderwood General Store,Rainbow Apple,100,
Other,Elderwood Village,Elderwood General Store,Cave Strawberries,240,Bliss
Other,Elderwood Village,Elderwood General Store,Duffle,20,
Other,Elderwood Village,Elderwood General Store,Elderwood Trout,120,
Other,Elderwood Village,Elderwood General Store,Rainbow Trout,450,
Other,Elderwood Village,Elderwood General Store,Giant Tree Nuts,200,
Other,Elderwood Village,Elderwood General Store,Magic Powder,400,
Other,Elderwood Village,Elderwood General Store,Elder Oak Log,360,Bliss
Other,Elderwood Village,Elderwood General Store,Elder Pine Log,480,Bliss
Other,Elderwood Village,Elderwood General Store,Elder Palm Log,600,Bliss
Other,Elderwood Village,Elderwood General Store,Elder Sugar Log,720,Bliss
Other,Elderwood Village,Elderwood General Store,Elder Desert Log,840,Bliss
Other,Elderwood Village,Elderwood General Store,Angelic Puff,240,
Other,Elderwood Village,Elderwood General Store,Black Goat Fleece,300,
Other,Elderwood Village,Elderwood General Store,Golden Sheep Fleece,300,
Other,Elderwood Village,Elderwood General Store,Angelic Cotton,960,
Other,Elderwood Village,Elderwood General Store,Black Cashmere,1200,
Other,Elderwood Village,Elderwood General Store,Flare Wool,1200,
Other,Elderwood Village,Elderwood General Store,Monster Dung,20,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Power Aid,1200,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Power Spray,2000,Master: Woodcutter
Life,Elderwood Village,Elderwood Woodcutter Life Store,Oak Log,60,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Pine Log,80,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Palm Log,100,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Sugar Log,120,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Desert Log,140,Master: Woodcutter
Life,Elderwood Village,Elderwood Woodcutter Life Store,Fir Log,160,Master: Woodcutter
Life,Elderwood Village,Elderwood Woodcutter Life Store,Mangrove Log,160,Master: Woodcutter
Life,Elderwood Village,Elderwood Woodcutter Life Store,Starry Log,160,Master: Woodcutter
Life,Elderwood Village,Elderwood Woodcutter Life Store,Skytree Log,200,Master: Woodcutter
Life,Elderwood Village,Elderwood Woodcutter Life Store,Earth Log,500,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Water Log,1000,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Wind Log,1500,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Fire Log,2000,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Pine Nuts,20,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Sugar Nuts,60,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Palm Nuts,40,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Giant Tree Nuts,200,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Worn Axe,400,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Oak Axe,1050,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Pine Axe,1900,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Palm Axe,3045,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Sugar Axe,5040,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Sparkle Axe,8400,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Goddess's Axe,27000,Master: Woodcutter
Life,Elderwood Village,Elderwood Woodcutter Life Store,Kodama Tunic,400,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Kodama Dress,400,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Kodama Pantaloons,400,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Kodama Bottoms,400,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Cutter's Cap,400,
Life,Elderwood Village,Elderwood Woodcutter Life Store,Cutter's Boots,400,
Life,Elderwood Village,Elderwood Carpenter Life Store,Resistance Aid,1200,
Life,Elderwood Village,Elderwood Carpenter Life Store,Resistance Spray,2000,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Oak Beam,120,
Life,Elderwood Village,Elderwood Carpenter Life Store,Pine Beam,240,
Life,Elderwood Village,Elderwood Carpenter Life Store,Palm Beam,300,
Life,Elderwood Village,Elderwood Carpenter Life Store,Sugar Beam,350,
Life,Elderwood Village,Elderwood Carpenter Life Store,Desert Beam,400,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Fir Beam,450,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Mangrove Beam,450,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Starry Beam,550,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Earth Beam,1800,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Water Beam,2400,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Wind Beam,3000,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Fire Beam,3600,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Makeshift Saw,400,
Life,Elderwood Village,Elderwood Carpenter Life Store,Oak Saw,1100,
Life,Elderwood Village,Elderwood Carpenter Life Store,Pine Saw,1980,
Life,Elderwood Village,Elderwood Carpenter Life Store,Palm Saw,3190,
Life,Elderwood Village,Elderwood Carpenter Life Store,Sugar Saw,5280,
Life,Elderwood Village,Elderwood Carpenter Life Store,Royal Saw,8800,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Gold Saw,20800,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Brave Bandana,400,
Life,Elderwood Village,Elderwood Carpenter Life Store,Bright Bandana,400,
Life,Elderwood Village,Elderwood Carpenter Life Store,Carpenter's Tunic,400,
Life,Elderwood Village,Elderwood Carpenter Life Store,Carpenter's Shirt,400,
Life,Elderwood Village,Elderwood Carpenter Life Store,Carpenter's Slimfit,400,
Life,Elderwood Village,Elderwood Carpenter Life Store,Carpenter's Baggies,400,
Life,Elderwood Village,Elderwood Carpenter Life Store,Carpenter's Gloves,400,
Life,Elderwood Village,Elderwood Carpenter Life Store,Carpenter's Boots,400,
Life,Elderwood Village,Elderwood Carpenter Life Store,Blacksmith's Trophy,16000,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Pirate Costume,7000,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Maajiknight Statue,8000,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Blue Sky Wall,5000,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Sunset Wall,5000,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Starlight Wall,5000,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Umbrella Tree,800,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Yucca,2000,Master: Carpenter
Life,Elderwood Village,Elderwood Carpenter Life Store,Lucky Cactus,4000,Master: Carpenter
Other,Plushling Camp,Plushling Camp General Store,Heavenly Peach,420,
Other,Plushling Camp,Plushling Camp General Store,Jungle Banana,40,Bliss
Other,Plushling Camp,Plushling Camp General Store,Wasabi,200,Bliss
Other,Plushling Camp,Plushling Camp General Store,Hi-HP Potion,320,
Other,Plushling Camp,Plushling Camp General Store,Mega Aid,2500,
Other,Plushling Camp,Plushling Camp General Store,Hi-SP Potion,440,
Other,Plushling Camp,Plushling Camp General Store,Elixir,3500,
Other,Plushling Camp,Plushling Camp General Store,Panacea,1800,
Other,Plushling Camp,Plushling Camp General Store,Life Cure,1500,
Other,Plushling Camp,Plushling Camp General Store,Soulweed,600,
Other,Plushling Camp,Plushling Camp General Store,Arch Alcheweed,200,
Other,Plushling Camp,Plushling Camp General Store,Ultima Alcheweed,400,Bliss
Other,Plushling Camp,Plushling Camp General Store,Medium Bomb,1000,
Other,Plushling Camp,Plushling Camp General Store,Great Bomb,1800,Bliss
Other,Plushling Camp,Plushling Camp General Store,Celestial Ore,400,Bliss
Other,Plushling Camp,Plushling Camp General Store,Starry Thread,600,
Other,Plushling Camp,Plushling Camp General Store,Skytree Log,200,
Other,Plushling Camp,Plushling Camp General Store,Diamond,4000,Bliss
Other,Plushling Camp,Plushling Camp General Store,Ancient Pickaxe,20000,Bliss
Other,Plushling Camp,Plushling Camp General Store,Giant's Axe,19800,Bliss
Other,Plushling Camp,Plushling Camp General Store,Sea Cloud Rod,23400,Bliss
Other,Plushling Camp,Plushling Camp General Store,Spark Hammer,29000,Bliss
Other,Plushling Camp,Plushling Camp General Store,Ancient Saw,28000,Bliss
Other,Plushling Camp,Plushling Camp General Store,Adventurer's Sword,30000,Bliss
Other,Plushling Camp,Plushling Camp General Store,Wyvern's Breath,24000,Bliss
Other,Plushling Camp,Plushling Camp General Store,Dragon's Tail,28000,Bliss
Other,Plushling Camp,Plushling Camp General Store,Sky-High Headwear,11000,
Other,Plushling Camp,Plushling Camp General Store,Sky-High Armour,18000,
Other,Plushling Camp,Plushling Camp General Store,Sky-High Bottoms,16000,
Other,Plushling Camp,Plushling Camp General Store,Sky-High Gloves,10000,
Other,Plushling Camp,Plushling Camp General Store,Sky-High Boots,11000,
Other,Plushling Camp,Plushling Camp General Store,Dragon Helm,28000,Bliss
Other,Plushling Camp,Plushling Camp General Store,Dragon Mail,32000,Bliss
Other,Plushling Camp,Plushling Camp General Store,Dragon Leggings,29000,Bliss
Other,Plushling Camp,Plushling Camp General Store,Dragon Gloves,26000,Bliss
Other,Plushling Camp,Plushling Camp General Store,Dragon Boots,25000,Bliss
Other,Plushling Camp,Plushling Camp General Store,Durable Charm,4000,
Other,Plushling Camp,Plushling Camp General Store,Reinforced Charm,15000,Bliss
Story,Starlight Garden,Starlight Garden Plushling Assistant,Moon Cluster,1200,Level: 45
Story,Starlight Garden,Starlight Garden Plushling Assistant,Star Cluster,1200,Level: 45
Story,Starlight Garden,Starlight Garden Plushling Assistant,Sun Cluster,1200,Level: 45
Story,Starlight Garden,Starlight Garden Plushling Assistant,Light Mana,6000,Level: 45 & DLC
Story,Starlight Garden,Starlight Garden Plushling Assistant,Shadow Mana,6000,Level: 45 & DLC
Story,Starlight Garden,Starlight Garden Plushling Assistant,Holy Helm,90000,Level: 45
Story,Starlight Garden,Starlight Garden Plushling Assistant,Holy Armour,82000,Level: 45
Story,Starlight Garden,Starlight Garden Plushling Assistant,Holy Leggings,82000,Level: 45
Story,Starlight Garden,Starlight Garden Plushling Assistant,Holy Gauntlets,62000,Level: 45
Story,Starlight Garden,Starlight Garden Plushling Assistant,Holy Boots,62000,Level: 45
Story,Starlight Garden,Starlight Garden Plushling Assistant,Castele Memento,8000,Level: 45
Story,Starlight Garden,Starlight Garden Plushling Assistant,Port Puerto Memento,8000,Level: 45
Story,Starlight Garden,Starlight Garden Plushling Assistant,Al Maajik Memento,8000,Level: 45
Story,Starlight Garden,Starlight Garden Plushling Assistant,Elderwood Memento,8000,Level: 45
Story,Starlight Garden,Starlight Garden Plushling Assistant,Levitania Memento,8000,Level: 45
Story,Starlight Garden,Starlight Garden Plushling Assistant,Lunares Memento,8000,Level: 45
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Gigaga Water,150,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Gigaga Catfish,1000,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Gigaga Truffle,1200,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Gigaga String,1800,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Gigaga Pickaxe,45000,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Gigaga Axe,47000,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Giga Fishing Rod,42000,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Gigaga Hammer,50000,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Vintage Needle,51000,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Gigaga Saw,49000,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Ancient Frying Pan,40000,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Flask of Dawn,43000,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Fluffkin Fuzzband,20000,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Fluffkin-Shaped Rug,25000,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Fluffkin Window,20000,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Fluffkin Chair,12000,DLC
DLC,Fluffkin Grotto,Fluffkin Grotto Shop Clerk,Fluffkin Wardrobe,32000,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Hi-HP Potion,320,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Hi-SP Potion,440,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Life Cure,1500,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Hot-Spring Egg,3200,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Hot Spring Bream,1800,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Hot Spring Water,150,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Boiled Bamboo Shoot,280,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Fossilfish,2000,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Hermit Carrot,900,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Wild Beast Meat,700,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Power Aid,1200,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Magic Aid,1500,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Resistance Aid,1200,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Daredevil Aid,2700,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Charge Up Aid,2500,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Crit Aid,2500,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Angelic Remedy,3000,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Miracle,6000,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Divine Puff,280,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Rainbow Thread,700,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Sparkling-Sheep Fleece,400,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Gigaga Log,240,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Divine Log,260,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Rainbow Linen,2600,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Divine Cashmere,2800,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Gigaga Beam,800,DLC
DLC,Forest Shrine,Forest Shrine Shopkeeper,Divine Beam,1000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Life Cure,1500,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Charge Up Aid,2500,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Power Aid,1200,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Mega Aid,2500,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Resistance Aid,1200,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Magic Aid,1500,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Elixir,3500,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Monster Meat,500,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Daredevil Aid,2700,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Crit Aid,2500,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Dragon Meat,1000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Maxheal Dust,1400,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Hi-Energy Powder,1600,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Chalk Ore,500,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Dark Ore,500,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Ancient Ingot,1100,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Demonic Ingot,1000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Relic Sword,40000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Champion's Blade,50000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Ancient Dagger,28000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Wyvern Bow,36000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Dragon Staff,30000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Origin Island Cap,16000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Origin Island Armour,24000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Origin Island Bottoms,22000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Origin Island Gloves,17000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Origin Island Boots,16000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Rune Helm,30000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Rune Armour,40000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Rune Leg Guards,32000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Rune Gauntlets,25000,DLC
DLC,Rocky Hill Shrine,Rocky Hill Shrine Shopkeeper,Rune Boots,28000,DLC
DLC,Trials,Ancient Tower Shop,Mega Aid,2500,DLC
DLC,Trials,Ancient Tower Shop,Elixir,3500,DLC
DLC,Trials,Ancient Tower Shop,Angelic Remedy,3000,DLC
DLC,Trials,Ancient Tower Shop,Miracle,6000,DLC
DLC,Trials,Ancient Tower Shop,Maxheal Dust,1400,DLC
DLC,Trials,Ancient Tower Shop,Hi-Energy Powder,1600,DLC
DLC,Trials,Ancient Tower Shop,Luck Potion,5000,DLC
DLC,Trials,Ancient Tower Shop,Berserk Potion,6000,DLC
DLC,Trials,Ancient Tower Shop,Divine Bomb,7000,DLC
DLC,Trials,Ancient Tower Shop,Demonic Bomb,7000,DLC
DLC,Trials,Ancient Tower Shop,Divine Buttons,1500,DLC
DLC,Trials,Ancient Tower Shop,Divine Ribbon,2000,DLC
DLC,Trials,Ancient Tower Shop,Divinus Applique,1000,DLC
DLC,Trials,Ancient Tower Shop,Ancient Stone,3000,DLC
